Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG,link,id
4/15/2006,at,Nebraska,L,0-6,34,0,8,0,0,0,0,0,0,1,0,0,0,0,0,7,24,13,1,.235,/boxscore.aspx?id=6565&path=baseball,6565
4/14/2006,at,Nebraska,L,3-4,32,3,5,3,0,0,1,2,0,2,0,0,1,0,0,6,24,15,0,.156,/boxscore.aspx?id=6564&path=baseball,6564
4/13/2006,at,Nebraska,L,4-5,37,4,9,4,0,0,0,3,0,0,1,3,0,0,0,14,24,11,1,.243,/boxscore.aspx?id=6563&path=baseball,6563
4/11/2006,,Texas State,L,1-5,29,1,4,1,1,0,0,4,0,0,0,1,0,0,1,5,27,14,3,.138,/boxscore.aspx?id=5159&path=baseball,5159
4/9/2006,,Oklahoma,L,3-6,31,3,5,3,0,2,0,1,0,0,1,0,0,1,0,4,27,10,1,.161,/boxscore.aspx?id=5158&path=baseball,5158
4/8/2006,,Oklahoma,L,0-1,34,0,2,0,0,0,0,1,0,0,0,0,1,0,0,9,33,16,1,.059,/boxscore.aspx?id=5157&path=baseball,5157
4/7/2006,,Oklahoma,W,3-1,32,3,7,3,1,0,0,1,0,1,0,0,0,0,0,13,27,5,1,.219,/boxscore.aspx?id=5156&path=baseball,5156
4/4/2006,,Rice,L,6-11,36,6,12,6,3,0,0,5,0,0,1,2,0,0,2,7,27,17,1,.333,/boxscore.aspx?id=5155&path=baseball,5155
4/2/2006,at,Oklahoma State,L,11-12,38,11,11,11,1,1,3,2,0,0,0,1,0,0,0,8,26,12,1,.289,/boxscore.aspx?id=6562&path=baseball,6562
4/1/2006,at,Oklahoma State,L,3-4,37,3,11,3,3,0,0,1,0,2,0,2,0,0,0,5,24,12,0,.297,/boxscore.aspx?id=6561&path=baseball,6561
3/31/2006,at,Oklahoma State,L,9-10,38,9,14,9,1,1,2,2,0,0,0,2,1,2,0,7,25,14,3,.368,/boxscore.aspx?id=6560&path=baseball,6560
3/28/2006,at,Lamar,W,6-5,37,6,9,5,0,0,2,2,0,1,2,0,0,0,0,7,30,11,0,.243,/boxscore.aspx?id=5154&path=baseball,5154
3/26/2006,,Texas Tech,W,5-4,30,5,4,4,0,0,2,5,0,0,0,0,0,0,0,5,27,6,0,.133,/boxscore.aspx?id=5153&path=baseball,5153
3/25/2006,,Texas Tech,W,5-1,32,5,9,4,1,0,0,3,0,2,1,0,0,0,0,5,27,14,2,.281,/boxscore.aspx?id=5152&path=baseball,5152
3/24/2006,,Texas Tech,L,5-11,36,5,10,5,1,2,0,2,0,1,0,2,1,0,0,7,27,7,4,.278,/boxscore.aspx?id=5151&path=baseball,5151
3/21/2006,at,Houston,W,3-2,30,3,7,3,0,1,1,3,0,0,1,0,2,0,1,6,27,15,1,.233,/boxscore.aspx?id=5150&path=baseball,5150
3/19/2006,,Missouri,L,0-3,28,0,3,0,1,0,0,2,0,1,0,2,1,0,0,4,27,10,1,.107,/boxscore.aspx?id=5149&path=baseball,5149
3/18/2006,,Missouri,L,5-6,48,5,16,5,3,1,0,4,1,2,0,0,3,0,1,11,36,16,2,.333,/boxscore.aspx?id=5148&path=baseball,5148
3/17/2006,,Missouri,L,1-3,31,1,5,0,1,0,0,1,0,0,0,0,1,0,1,9,27,13,1,.161,/boxscore.aspx?id=5147&path=baseball,5147
3/13/2006,vs,Illinois,W,11-1,40,11,16,10,3,0,1,5,0,2,0,3,1,2,0,3,27,8,1,.400,/boxscore.aspx?id=5146&path=baseball,5146
3/12/2006,vs,UTSA,L,2-4,30,2,8,2,2,0,0,2,0,0,1,0,0,1,1,1,24,15,4,.267,/boxscore.aspx?id=6559&path=baseball,6559
3/11/2006,vs,Louisiana,L,1-7,30,1,3,1,0,0,0,3,0,1,1,0,0,0,1,2,27,16,0,.100,/boxscore.aspx?id=6558&path=baseball,6558
3/10/2006,vs,Notre Dame,L,4-5,30,4,6,4,2,0,0,11,2,9,1,1,2,0,0,6,27,12,0,.200,/boxscore.aspx?id=5145&path=baseball,5145
3/7/2006,vs,Texas State,L,4-6,35,4,8,2,1,0,0,3,0,1,0,2,0,1,1,8,24,14,0,.229,/boxscore.aspx?id=5144&path=baseball,5144
3/5/2006,at,Florida,W,1-0,33,1,9,1,1,0,0,3,0,0,2,1,0,0,2,3,27,9,1,.273,/boxscore.aspx?id=6557&path=baseball,6557
3/4/2006,at,Florida,L,1-4,30,1,3,1,1,0,1,0,0,0,0,0,0,0,1,8,24,15,3,.100,/boxscore.aspx?id=6556&path=baseball,6556
3/3/2006,at,Florida,W,4-0,32,4,6,4,3,0,0,3,1,0,0,0,0,1,0,7,27,7,2,.188,/boxscore.aspx?id=6555&path=baseball,6555
2/27/2006,at,UNC Greensboro,W,5-3,34,5,10,4,0,1,0,2,0,4,1,2,0,2,0,5,27,15,0,.294,/boxscore.aspx?id=5143&path=baseball,5143
2/26/2006,,Missouri State,L,2-3,27,2,3,1,0,0,0,4,0,0,2,1,1,0,0,9,27,14,1,.111,/boxscore.aspx?id=5142&path=baseball,5142
2/25/2006,at,Utah,W,6-1,33,6,9,4,4,0,0,3,0,3,0,1,4,1,0,4,27,12,2,.273,/boxscore.aspx?id=5141&path=baseball,5141
2/24/2006,,UNC Greensboro,W,5-1,25,5,5,4,2,0,0,5,0,1,1,1,2,0,1,5,27,10,1,.200,/boxscore.aspx?id=5140&path=baseball,5140
2/21/2006,at,Texas-Arlington,W,14-3,34,14,11,12,3,1,0,7,0,4,0,3,0,2,1,3,27,10,2,.324,/boxscore.aspx?id=5139&path=baseball,5139
2/19/2006,,Northern Colorado,W,2-0,27,2,6,1,1,0,0,1,0,0,2,0,1,0,0,2,27,17,0,.222,/boxscore.aspx?id=5138&path=baseball,5138
2/17/2006,,Northern Colorado,W,5-0,27,5,12,4,0,0,0,2,0,5,2,1,3,2,0,6,27,6,0,.444,/boxscore.aspx?id=5137&path=baseball,5137
2/17/2006,,Northern Colorado,W,6-3,30,6,9,4,3,0,0,5,0,2,1,2,0,1,0,4,27,8,0,.300,/boxscore.aspx?id=5136&path=baseball,5136
2/14/2006,at,Sam Houston,W,7-4,37,7,13,6,3,0,1,2,0,3,2,1,0,1,1,8,27,10,1,.351,/boxscore.aspx?id=5135&path=baseball,5135
2/12/2006,,Northwestern State,W,2-1,30,2,8,2,2,0,0,1,0,2,1,1,1,1,0,2,27,12,0,.267,/boxscore.aspx?id=5134&path=baseball,5134
2/11/2006,,Northwestern State,W,4-3,39,4,10,3,1,0,0,8,1,1,3,0,5,1,0,7,39,20,2,.256,/boxscore.aspx?id=5133&path=baseball,5133
2/10/2006,,Northwestern State,W,10-4,31,10,7,8,1,0,0,6,0,12,1,2,0,2,0,8,27,16,3,.226,/boxscore.aspx?id=5132&path=baseball,5132
5/22/2005,at,Texas,L,1-11,23,1,3,1,1,0,0,2,0,0,0,0,0,0,1,2,19,8,5,.130,/boxscore.aspx?id=10446&path=baseball,10446
5/21/2005,at,Texas,L,1-2,36,1,11,1,1,0,0,4,0,1,0,0,0,0,2,6,24,13,1,.306,/boxscore.aspx?id=10445&path=baseball,10445
5/20/2005,,Texas,W,8-7,38,8,10,6,1,0,0,10,1,2,1,0,2,0,0,2,30,14,3,.263,/boxscore.aspx?id=10444&path=baseball,10444
5/15/2005,,Baylor,L,4-6,35,4,10,4,1,1,1,2,0,0,1,0,0,0,2,1,27,9,1,.286,/boxscore.aspx?id=10443&path=baseball,10443
5/14/2005,,Baylor,L,1-3,29,1,2,1,0,0,0,2,0,4,1,2,0,0,0,4,27,8,0,.069,/boxscore.aspx?id=10442&path=baseball,10442
5/13/2005,at,Baylor,L,9-10,35,9,9,8,3,0,0,4,0,1,1,2,0,0,0,2,26,9,3,.257,/boxscore.aspx?id=10441&path=baseball,10441
5/10/2005,,Houston,W,7-6,34,7,11,5,2,1,0,1,1,3,1,0,0,0,2,11,27,14,0,.324,/boxscore.aspx?id=10440&path=baseball,10440
5/1/2005,,Oklahoma State,W,3-1,35,3,10,3,0,1,0,3,0,1,0,1,0,0,0,7,27,5,0,.286,/boxscore.aspx?id=10439&path=baseball,10439
4/30/2005,,Oklahoma State,L,0-8,29,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3,27,12,2,.172,/boxscore.aspx?id=10438&path=baseball,10438
4/29/2005,,Oklahoma State,W,3-2,28,3,8,3,0,0,0,3,0,3,2,0,1,0,0,2,27,11,0,.286,/boxscore.aspx?id=10437&path=baseball,10437
4/26/2005,,UT-San Antonio,L,3-6,35,3,11,3,0,0,0,3,0,1,0,0,0,1,0,2,27,14,2,.314,/boxscore.aspx?id=10436&path=baseball,10436
4/24/2005,at,Kansas State,W,6-5,41,6,12,6,1,0,2,1,1,3,1,2,2,0,0,4,30,12,2,.293,/boxscore.aspx?id=10435&path=baseball,10435
4/23/2005,at,Kansas State,L,2-4,34,2,7,2,1,0,0,3,0,2,0,1,1,0,1,3,24,9,1,.206,/boxscore.aspx?id=10434&path=baseball,10434
4/22/2005,at,Kansas State,L,3-5,34,3,11,2,1,0,0,5,0,1,0,1,0,1,3,7,24,12,2,.324,/boxscore.aspx?id=10433&path=baseball,10433
4/20/2005,,Texas Southern,W,8-0,34,8,9,7,1,0,0,2,0,4,0,0,2,0,0,7,27,12,1,.265,/boxscore.aspx?id=10432&path=baseball,10432
4/19/2005,,Texas State,W,4-3,41,4,11,3,3,1,0,7,2,0,1,1,1,1,1,7,33,13,1,.268,/boxscore.aspx?id=10431&path=baseball,10431
4/17/2005,,Nebraska,L,4-6,32,4,7,4,2,1,0,4,0,0,0,1,1,0,1,3,27,20,1,.219,/boxscore.aspx?id=10430&path=baseball,10430
4/16/2005,,Nebraska,W,5-4,41,5,11,5,1,0,0,2,1,3,0,0,1,0,0,6,30,12,1,.268,/boxscore.aspx?id=10429&path=baseball,10429
4/15/2005,,Nebraska,L,1-2,28,1,4,1,0,0,1,0,0,0,0,0,2,0,1,5,27,18,0,.143,/boxscore.aspx?id=10428&path=baseball,10428
4/12/2005,at,Rice,L,3-5,33,3,10,3,1,0,0,4,0,0,0,2,1,1,2,8,24,8,2,.303,/boxscore.aspx?id=10427&path=baseball,10427
4/10/2005,at,Missouri,L,3-8,35,3,9,3,0,0,2,0,0,0,1,0,0,0,0,8,24,13,2,.257,/boxscore.aspx?id=10426&path=baseball,10426
4/9/2005,at,Missouri,L,3-7,34,3,9,3,1,0,1,1,0,0,1,0,0,0,2,3,24,9,0,.265,/boxscore.aspx?id=10425&path=baseball,10425
4/8/2005,at,Missouri,L,1-2,28,1,4,1,0,0,1,3,1,0,1,1,1,0,1,11,26,15,0,.143,/boxscore.aspx?id=10424&path=baseball,10424
4/5/2005,,Sam Houston State,T,6-6,34,6,14,5,2,0,1,6,1,2,0,0,0,1,2,5,24,11,3,.412,/boxscore.aspx?id=10423&path=baseball,10423
4/3/2005,,Kansas,W,7-5,32,7,11,7,5,0,0,5,0,1,1,1,1,2,0,4,27,7,0,.344,/boxscore.aspx?id=10422&path=baseball,10422
4/2/2005,,Kansas,W,12-4,42,12,19,10,6,0,2,4,0,2,0,0,0,0,1,5,27,15,2,.452,/boxscore.aspx?id=10421&path=baseball,10421
4/1/2005,,Kansas,L,5-7,48,5,13,5,1,1,0,4,0,3,0,0,0,0,0,7,36,17,3,.271,/boxscore.aspx?id=10420&path=baseball,10420
3/29/2005,,Lamar,W,7-6,33,7,8,6,0,1,2,6,1,5,0,0,0,0,0,7,27,14,1,.242,/boxscore.aspx?id=10419&path=baseball,10419
3/25/2005,at,Oklahoma,L,2-3,33,2,10,2,1,0,0,2,0,0,0,0,2,0,1,5,24,10,1,.303,/boxscore.aspx?id=10418&path=baseball,10418
3/25/2005,at,Oklahoma,L,0-2,29,0,3,0,1,0,0,2,0,0,1,0,0,0,0,4,24,17,1,.103,/boxscore.aspx?id=10417&path=baseball,10417
3/24/2005,at,Oklahoma,W,7-5,41,7,13,8,1,0,2,2,0,1,0,1,1,1,0,6,30,17,0,.317,/boxscore.aspx?id=10416&path=baseball,10416
3/22/2005,at,Houston,W,9-2,36,9,13,8,4,0,2,5,0,2,0,3,0,2,1,11,27,16,1,.361,/boxscore.aspx?id=10415&path=baseball,10415
3/19/2005,at,Texas Tech,L,0-1,30,0,6,0,0,0,0,2,1,3,1,0,1,0,0,1,24,17,0,.200,/boxscore.aspx?id=10413&path=baseball,10413
3/19/2005,at,Texas Tech,W,7-5,42,7,13,6,3,1,3,4,1,4,0,1,0,0,0,4,27,12,1,.310,/boxscore.aspx?id=10414&path=baseball,10414
3/18/2005,at,Texas Tech,L,1-13,33,1,5,0,1,0,0,3,0,0,1,0,0,0,2,5,24,13,0,.152,/boxscore.aspx?id=10412&path=baseball,10412
3/15/2005,vs,Texas State,W,9-3,36,9,15,9,4,0,0,6,0,7,0,0,0,4,0,8,27,16,0,.417,/boxscore.aspx?id=10411&path=baseball,10411
3/13/2005,,UCLA,W,5-3,31,5,8,5,4,0,1,1,0,2,1,1,1,0,0,4,27,6,1,.258,/boxscore.aspx?id=10410&path=baseball,10410
3/12/2005,,UCLA,W,3-2,30,3,8,3,2,0,1,4,0,1,0,0,1,0,1,8,27,18,2,.267,/boxscore.aspx?id=10409&path=baseball,10409
3/11/2005,,UCLA,W,15-5,37,15,13,15,2,1,0,8,0,1,0,2,0,0,1,4,27,12,0,.351,/boxscore.aspx?id=10408&path=baseball,10408
3/8/2005,,Texas-Arlington,L,4-6,33,4,9,2,2,0,0,2,0,0,2,1,0,0,1,6,27,15,1,.273,/boxscore.aspx?id=10407&path=baseball,10407
3/6/2005,vs,Texas State,W,12-2,39,12,13,12,2,0,0,6,0,0,1,0,1,0,1,2,27,8,1,.333,/boxscore.aspx?id=10406&path=baseball,10406
3/5/2005,vs,Notre Dame,W,13-5,41,13,16,12,3,1,2,6,0,3,1,2,0,0,1,3,27,15,0,.390,/boxscore.aspx?id=10405&path=baseball,10405
3/4/2005,vs,USC,W,3-1,27,3,4,3,1,0,1,3,1,0,0,1,2,0,0,11,27,17,1,.148,/boxscore.aspx?id=10404&path=baseball,10404
2/28/2005,at,Texas A&M,L,2-10,23,2,4,1,0,0,0,3,0,1,0,1,0,0,2,11,21,7,2,.174,/boxscore.aspx?id=10403&path=baseball,10403
2/28/2005,,Evansville,W,3-0,24,3,8,3,1,0,0,2,0,1,1,0,1,0,0,4,21,11,0,.333,/boxscore.aspx?id=10402&path=baseball,10402
2/27/2005,at,Texas A&M,W,1-0,20,1,3,1,0,0,0,1,0,0,0,0,0,0,1,8,21,7,0,.150,/boxscore.aspx?id=10401&path=baseball,10401
2/27/2005,,San Diego,L,0-3,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,21,8,0,.043,/boxscore.aspx?id=10400&path=baseball,10400
2/25/2005,,Washington,W,10-4,31,10,12,8,2,0,0,8,0,2,0,0,1,2,1,4,27,10,3,.387,/boxscore.aspx?id=10399&path=baseball,10399
2/22/2005,at,UT-San Antonio,W,4-1,31,4,8,3,0,1,0,1,0,1,1,1,0,1,3,2,27,10,1,.258,/boxscore.aspx?id=10398&path=baseball,10398
2/20/2005,vs,Wake Forest,W,12-2,31,12,12,12,2,1,2,5,0,2,0,1,0,1,2,2,21,9,0,.387,/boxscore.aspx?id=10397&path=baseball,10397
2/19/2005,at,South Alabama,W,4-3,36,4,8,3,1,0,0,3,1,0,0,0,0,0,0,9,27,14,0,.222,/boxscore.aspx?id=10396&path=baseball,10396
2/18/2005,vs,Jacksonville,W,10-2,35,10,15,8,2,1,0,4,0,2,0,1,2,2,0,4,27,11,0,.429,/boxscore.aspx?id=10395&path=baseball,10395
2/15/2005,at,Sam Houston State,W,2-1,32,2,8,2,0,0,0,3,1,1,2,1,0,0,1,5,27,13,1,.250,/boxscore.aspx?id=10394&path=baseball,10394
2/13/2005,vs,Houston,L,1-6,33,1,6,1,0,0,1,3,0,0,0,0,0,0,0,9,24,10,0,.182,/boxscore.aspx?id=10393&path=baseball,10393
2/12/2005,vs,Rice,L,1-3,28,1,2,1,0,0,0,2,0,0,0,0,0,1,1,6,27,15,0,.071,/boxscore.aspx?id=10392&path=baseball,10392
2/11/2005,vs,Tennessee,W,10-1,43,10,14,9,3,1,0,4,0,1,0,0,0,0,2,8,27,13,0,.326,/boxscore.aspx?id=10391&path=baseball,10391
6/13/2004,at,LSU,L,0-4,32,0,5,0,1,0,0,1,0,2,1,1,0,0,0,1,27,14,1,.156,/boxscore.aspx?id=14687&path=baseball,14687
6/12/2004,at,LSU,L,8-11,39,8,11,7,2,0,1,4,0,1,0,1,0,0,1,6,24,13,1,.282,/boxscore.aspx?id=14686&path=baseball,14686
6/6/2004,at,Rice,W,7-5,33,7,11,7,1,0,1,3,1,1,0,1,0,1,0,11,27,8,1,.333,/boxscore.aspx?id=14685&path=baseball,14685
6/6/2004,at,Rice,L,1-3,30,1,4,1,1,0,0,4,0,0,1,0,0,0,0,9,24,9,1,.133,/boxscore.aspx?id=14684&path=baseball,14684
6/5/2004,vs,Texas Southern,W,12-1,40,12,18,11,4,0,0,5,0,2,0,0,0,2,2,3,27,13,1,.450,/boxscore.aspx?id=14683&path=baseball,14683
6/4/2004,vs,Lamar,W,14-3,35,14,14,11,3,1,0,10,1,3,0,0,1,2,0,8,27,10,2,.400,/boxscore.aspx?id=14682&path=baseball,14682
5/27/2004,vs,Texas,L,6-13,39,6,10,5,1,0,1,3,0,0,0,0,0,0,0,6,27,6,6,.256,/boxscore.aspx?id=14681&path=baseball,14681
5/26/2004,vs,Oklahoma State,L,5-6,36,5,11,5,3,1,0,1,0,0,1,0,0,0,0,5,24,15,1,.306,/boxscore.aspx?id=14680&path=baseball,14680
5/23/2004,,Texas,W,7-1,30,7,9,7,3,1,1,4,1,0,2,1,1,0,0,4,27,9,0,.300,/boxscore.aspx?id=14679&path=baseball,14679
5/22/2004,,Texas,L,9-12,39,9,14,9,4,0,3,5,0,0,1,0,0,0,1,9,27,11,3,.359,/boxscore.aspx?id=14678&path=baseball,14678
5/21/2004,at,Texas,L,3-6,30,3,5,3,0,0,0,7,0,0,0,0,2,0,1,6,24,11,0,.167,/boxscore.aspx?id=14677&path=baseball,14677
5/16/2004,,Kansas State,W,11-4,32,11,11,10,3,0,1,10,1,1,0,2,1,0,1,6,27,11,1,.344,/boxscore.aspx?id=14676&path=baseball,14676
5/15/2004,,Kansas State,W,8-0,38,8,14,8,2,1,0,4,0,2,1,0,0,0,1,7,27,10,1,.368,/boxscore.aspx?id=14675&path=baseball,14675
5/14/2004,,Kansas State,L,2-3,29,2,5,0,1,0,0,2,0,0,1,0,1,0,2,2,27,8,1,.172,/boxscore.aspx?id=14674&path=baseball,14674
5/12/2004,,Texas-San Antonio,W,9-2,31,9,10,9,3,2,0,3,0,1,0,1,1,2,0,5,27,13,0,.323,/boxscore.aspx?id=14673&path=baseball,14673
5/2/2004,at,Nebraska,W,7-6,37,7,12,7,3,0,3,0,0,1,0,1,1,0,0,5,27,13,0,.324,/boxscore.aspx?id=14672&path=baseball,14672
5/1/2004,at,Nebraska,W,4-2,39,4,10,3,1,0,0,1,0,2,0,0,0,0,0,4,27,7,1,.256,/boxscore.aspx?id=14671&path=baseball,14671
4/30/2004,at,Nebraska,L,1-4,29,1,3,1,2,0,0,1,1,0,0,0,0,1,0,4,24,11,0,.103,/boxscore.aspx?id=14670&path=baseball,14670
4/27/2004,,Texas State,L,0-1,30,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,27,16,0,.100,/boxscore.aspx?id=14669&path=baseball,14669
4/24/2004,,Missouri,W,7-1,30,7,8,3,1,0,2,2,0,0,0,0,2,0,3,1,27,10,1,.267,/boxscore.aspx?id=14668&path=baseball,14668
4/23/2004,,Missouri,W,1-0,27,1,3,1,0,1,1,0,0,0,0,0,0,0,0,5,27,14,0,.111,/boxscore.aspx?id=14667&path=baseball,14667
4/20/2004,at,Texas-Arlington,L,4-5,34,4,10,4,0,0,1,1,0,1,2,0,0,0,1,6,24,16,2,.294,/boxscore.aspx?id=14666&path=baseball,14666
4/18/2004,,Oklahoma,L,5-9,35,5,8,5,3,1,1,5,0,1,0,2,0,0,2,5,27,6,2,.229,/boxscore.aspx?id=14665&path=baseball,14665
4/17/2004,,Oklahoma,L,7-8,37,7,11,6,2,1,0,6,0,0,0,0,0,0,0,11,27,15,1,.297,/boxscore.aspx?id=14664&path=baseball,14664
4/16/2004,,Oklahoma,W,11-8,35,11,11,9,1,0,3,5,0,1,1,2,0,0,0,6,27,10,2,.314,/boxscore.aspx?id=14663&path=baseball,14663
4/13/2004,,Houston,W,8-1,32,8,11,8,3,0,0,8,0,1,2,0,0,1,0,4,27,7,0,.344,/boxscore.aspx?id=14662&path=baseball,14662
4/11/2004,at,Kansas,L,7-9,37,7,16,7,4,0,0,4,0,0,0,0,2,2,1,2,24,9,2,.432,/boxscore.aspx?id=14661&path=baseball,14661
4/10/2004,at,Kansas,W,4-0,32,4,8,4,2,0,0,2,0,3,0,2,3,0,0,2,27,9,0,.250,/boxscore.aspx?id=14660&path=baseball,14660
4/9/2004,at,Kansas,W,14-4,40,14,19,14,3,1,1,7,0,0,1,0,1,3,1,5,27,7,1,.475,/boxscore.aspx?id=14659&path=baseball,14659
4/6/2004,,Sam Houston State,W,8-3,32,8,10,6,2,0,0,9,1,1,0,0,1,2,0,4,27,11,1,.313,/boxscore.aspx?id=14658&path=baseball,14658
4/4/2004,at,Oklahoma State,W,9-7,40,9,16,9,1,1,1,4,1,0,0,2,1,1,1,1,27,12,2,.400,/boxscore.aspx?id=14657&path=baseball,14657
4/3/2004,at,Oklahoma State,L,2-7,34,2,10,2,0,0,1,1,0,0,0,0,0,0,3,3,24,8,3,.294,/boxscore.aspx?id=14656&path=baseball,14656
4/2/2004,at,Oklahoma State,L,3-4,30,3,6,2,1,0,1,1,0,0,1,3,0,1,1,4,25,14,1,.200,/boxscore.aspx?id=14655&path=baseball,14655
3/31/2004,,Texas-San Antonio,W,11-1,29,11,12,9,2,0,0,3,0,0,0,0,0,1,1,3,21,5,0,.414,/boxscore.aspx?id=14654&path=baseball,14654
3/30/2004,vs,Texas State,W,10-5,45,10,14,9,3,1,0,4,1,3,1,0,3,1,0,7,33,7,0,.311,/boxscore.aspx?id=14653&path=baseball,14653
3/28/2004,,Texas Tech,L,5-14,31,5,4,3,0,0,1,10,0,0,0,0,0,0,0,4,27,8,0,.129,/boxscore.aspx?id=14652&path=baseball,14652
3/27/2004,,Texas Tech,W,4-1,28,4,7,4,2,0,1,1,0,0,0,0,1,1,0,1,27,9,0,.250,/boxscore.aspx?id=14651&path=baseball,14651
3/26/2004,,Texas Tech,W,5-2,31,5,9,5,0,0,1,4,1,0,1,0,1,0,0,8,27,9,0,.290,/boxscore.aspx?id=14650&path=baseball,14650
3/23/2004,,Rice,L,10-15,40,10,14,10,4,0,1,5,0,0,0,1,0,0,2,10,27,8,4,.350,/boxscore.aspx?id=14649&path=baseball,14649
3/21/2004,at,Baylor,W,8-7,41,8,13,8,3,1,1,3,0,2,0,1,0,0,1,7,27,8,0,.317,/boxscore.aspx?id=14648&path=baseball,14648
3/20/2004,at,Baylor,L,0-5,31,0,6,0,1,0,0,4,0,0,0,0,0,0,0,7,24,8,1,.194,/boxscore.aspx?id=14647&path=baseball,14647
3/19/2004,,Baylor,L,7-8,36,7,8,5,2,0,1,5,0,0,0,1,0,0,2,4,27,10,1,.222,/boxscore.aspx?id=14646&path=baseball,14646
3/17/2004,,Sam Houston State,W,15-4,40,15,19,11,1,1,0,9,0,1,0,1,0,1,2,4,27,11,0,.475,/boxscore.aspx?id=14645&path=baseball,14645
3/16/2004,at,Lamar,W,12-3,40,12,11,9,3,0,1,5,0,1,0,0,0,0,0,13,27,15,1,.275,/boxscore.aspx?id=14644&path=baseball,14644
3/14/2004,,Santa Clara,W,5-4,37,5,12,5,1,0,0,2,1,1,0,0,0,1,1,1,27,8,2,.324,/boxscore.aspx?id=14643&path=baseball,14643
3/13/2004,,Santa Clara,W,4-3,30,4,7,3,2,0,0,5,0,1,0,1,1,0,0,8,27,7,2,.233,/boxscore.aspx?id=14642&path=baseball,14642
3/12/2004,,Santa Clara,W,12-2,37,12,17,10,1,1,0,5,1,1,1,0,1,1,1,1,27,15,0,.459,/boxscore.aspx?id=14641&path=baseball,14641
3/9/2004,at,Houston,W,8-7,30,8,7,7,0,0,1,8,0,1,1,0,0,1,2,1,27,15,2,.233,/boxscore.aspx?id=14640&path=baseball,14640
3/7/2004,at,UCLA,W,8-2,32,8,9,7,2,0,2,5,1,1,0,2,1,2,1,6,27,6,0,.281,/boxscore.aspx?id=14639&path=baseball,14639
3/6/2004,at,UCLA,W,8-4,35,8,8,6,2,0,2,3,0,1,0,2,0,0,1,8,27,15,2,.229,/boxscore.aspx?id=14638&path=baseball,14638
3/5/2004,at,UCLA,L,6-8,37,6,9,5,1,0,0,3,0,0,0,0,0,0,0,6,24,9,1,.243,/boxscore.aspx?id=14637&path=baseball,14637
2/29/2004,,New Mexico,W,11-1,34,11,13,9,2,2,0,8,0,5,0,0,0,0,1,3,24,14,1,.382,/boxscore.aspx?id=14636&path=baseball,14636
2/29/2004,at,Texas A&M,L,7-9,35,7,10,7,3,0,1,5,0,0,1,3,0,0,0,6,27,8,4,.286,/boxscore.aspx?id=14635&path=baseball,14635
2/28/2004,at,Texas A&M,W,6-4,34,6,12,6,2,0,0,5,0,2,0,3,0,0,0,9,27,14,2,.353,/boxscore.aspx?id=14634&path=baseball,14634
2/28/2004,,New Mexico,W,11-10,36,11,11,10,3,0,0,10,1,2,0,2,0,0,1,1,27,13,1,.306,/boxscore.aspx?id=14633&path=baseball,14633
2/27/2004,at,Texas A&M,L,1-2,34,1,9,1,2,0,0,2,0,1,0,0,0,0,1,14,27,9,1,.265,/boxscore.aspx?id=14632&path=baseball,14632
2/27/2004,,Arkansas,W,7-5,28,7,8,7,2,0,2,4,0,1,1,0,1,2,1,3,27,12,0,.286,/boxscore.aspx?id=14631&path=baseball,14631
2/22/2004,,South Alabama,W,4-3,34,4,12,3,2,0,0,2,0,1,0,0,1,1,1,7,27,11,3,.353,/boxscore.aspx?id=14630&path=baseball,14630
2/21/2004,,South Alabama,W,8-0,37,8,15,7,1,1,0,3,0,3,1,0,1,0,0,3,27,11,1,.405,/boxscore.aspx?id=14629&path=baseball,14629
2/20/2004,,South Alabama,W,13-3,41,13,18,12,2,1,0,5,0,0,0,2,0,1,0,10,27,11,2,.439,/boxscore.aspx?id=14628&path=baseball,14628
2/17/2004,at,Sam Houston State,W,15-1,39,15,14,15,4,0,3,8,0,0,0,2,0,0,2,6,27,10,0,.359,/boxscore.aspx?id=14627&path=baseball,14627
2/15/2004,,A&M-Corpus Christi,W,10-5,35,10,12,8,0,1,0,7,0,3,1,0,0,0,0,4,27,9,1,.343,/boxscore.aspx?id=14626&path=baseball,14626
2/15/2004,,A&M-Corpus Christi,W,4-3,34,4,8,4,1,0,2,5,0,3,1,0,1,0,0,3,30,12,1,.235,/boxscore.aspx?id=14625&path=baseball,14625
2/14/2004,,A&M-Corpus Christi,W,15-0,36,15,15,14,6,1,0,4,0,0,0,0,0,0,0,3,21,5,0,.417,/boxscore.aspx?id=14624&path=baseball,14624
6/1/2003,at,Houston,L,6-7,36,6,7,5,1,0,4,7,0,1,0,1,1,0,2,8,29,12,2,.194,/boxscore.aspx?id=14751&path=baseball,14751
6/1/2003,at,Houston,L,6-7,28,6,6,5,1,0,1,6,0,1,0,2,2,3,0,6,24,14,5,.214,/boxscore.aspx?id=14750&path=baseball,14750
5/31/2003,,Alabama,W,16-5,43,16,20,14,3,0,0,2,0,0,0,1,0,1,0,3,27,10,1,.465,/boxscore.aspx?id=14749&path=baseball,14749
